gene1,gene2,lag,p-value
ELAC2,L2HGDH,1,0.0002858783275030118
ELAC2,NT5C3A,1,2.5738243341107945e-05
ELAC2,PAX9,1,0.00030136088802573875
EOGT,ITPR1,1,0.0002924220855946392
EOGT,SPR,1,0.000277209292052164
FA2H,CYP1B1,1,0.00025362435346582777
FGD1,HSD3B7,1,0.000359116030135947
FGF12,WDR26,1,0.0001642611641370843
FKBP14,NDUFS2,1,0.00013336822702549142
FUT8,SLC12A6,1,0.00013580513998986098
GALK1,D2HGDH,1,5.854322652905218e-05
GLI3,WDR26,1,0.00022202562594001823
GLUL,D2HGDH,1,0.00044320442941767573
GNB1,SLC27A4,1,0.0004026479723367755
GNPTAB,CHD4,1,0.00025234484123454984
GNPTAB,CRX,1,0.00035650151549372996
GNPTAB,HADHA,1,0.00018862212388300636
GNPTAB,PIGV,1,6.206225095156529e-05
GON4L,HSD3B7,1,0.0003762712352691522
GRIK2,SLC27A4,1,0.00031762417487084997
HCFC1,ACTA2,1,2.8141511106031986e-05
HCFC1,TRAPPC6B,1,0.0001915007228615293
HEXA,CLIC2,1,0.00040493331701568026
HEXA,EBF3,1,0.00039052023345837654
HEXA,FBXO11,1,0.00021476446258518423
HEXA,GALK1,1,0.000267616404829167
HEXA,SLC25A22,1,0.0002449665171494881
HNRNPU,WDR26,1,0.00016389461587926196
HPRT1,CHD7,1,0.0004306142850081338
HSD17B4,BCKDHB,1,0.00018092125173008107
HSD17B4,COX10,1,0.00017503213113410963
HSD3B7,CEP135,1,5.67234884524232e-06
HSD3B7,NR2F1,1,0.00041071120186542956
JAM3,NDUFS2,1,0.00034199782731516914
JAM3,SC5D,1,0.00013983591495993463
KIF5A,IRX5,1,0.00021115572753946808
L1CAM,KIF5A,1,0.0001886003989473683
L1CAM,MMACHC,1,1.8957698908560002e-05
LARP7,SLC12A6,1,0.00031161242044234957
LRP2,ACAN,1,0.00023928265367149454
LTBP3,BRWD3,1,0.0004894158172271587
MAT1A,CTSF,1,0.00012146273869564659
MAT1A,SLC39A14,1,0.00032100713540777565
MMACHC,FGFR3,1,0.00011709654933318797
MPLKIP,PUS1,1,0.0002649996311199027
NAA10,GRIA1,1,3.425207565289729e-05
NDUFS7,ACTA2,1,0.0004109555082738566
NIPBL,GRIN2B,1,4.896312124187636e-06
NKX3-2,ARHGEF9,1,0.00029089903928340136
NKX3-2,EOGT,1,0.0002813115329253697
NODAL,MMACHC,1,0.0002111350318199935
NT5C3A,ST3GAL3,1,6.253348890271244e-05
NTRK1,CYP1B1,1,0.00021252061140551907
NTRK1,MFSD2A,1,0.00047540194299908124
NTRK1,SLC25A15,1,0.00029273485970610465
OCRL,CAMTA1,1,0.0001116764061350805
OCRL,COX7B,1,0.00042503138310578584
OPA3,ST3GAL3,1,4.7891474330985025e-05
OTUD6B,MGAT2,1,5.498052504432879e-05
PEX2,SLC27A4,1,0.0002432511570319556
PEX26,TRAPPC6B,1,0.00020269426213679432
PGM3,PUS1,1,0.00019977831840249256
PIGV,WDR26,1,0.00012280471608261878
PMM2,MGAT2,1,0.00020668509576322536
PUS1,MSX2,1,0.0003475496412083046
RAB18,NKX3-2,1,0.00014702206345213148
RAB18,WDR26,1,9.143632074160328e-05
RNASEH2C,HPS1,1,0.0002079901817490342
RNASEH2C,NIPBL,1,3.7072873188375663e-05
RNASET2,ELAC2,1,0.0004942415829839533
RNF135,MGAT2,1,0.00044722223718857666
SGPL1,SLC12A6,1,0.00017375805213835696
SHANK3,FA2H,1,0.00022334911032586625
SHROOM4,FKBP14,1,5.8607573692042036e-05
SLC12A6,BMPER,1,0.0003507495840688272
SLC12A6,PEX2,1,0.00015302830445698316
SLC12A6,SEC23B,1,0.000434000406550342
SLC27A4,IDUA,1,0.00047231507301414855
SLC46A1,MPLKIP,1,0.0003623094824980141
SLC46A1,RAX,1,0.0004820205609910433
SMARCA2,CA2,1,0.00014887970540477865
SOS1,B4GALNT1,1,8.564948871148424e-05
SOX11,WDR26,1,1.3640543395336426e-05
SOX3,EOGT,1,0.00047382380284664914
SOX3,HSD17B4,1,6.129031073980978e-05
ST3GAL3,ADCY5,1,0.0004732863411913506
ST3GAL5,RNASEH2C,1,3.182196967085411e-05
STRADA,BSCL2,1,0.00027303821684574554
STRADA,CRYBA1,1,8.335085322258704e-05
STRADA,EPG5,1,0.00015791380932889275
STRADA,GRIA2,1,2.9852521209619973e-05
SUMF1,COL11A1,1,0.0002423381685966516
SUMF1,EEF1B2,1,0.0001976395089502613
SUMF1,TMEM126B,1,2.4908024449747192e-05
TBX1,GNPTAB,1,3.73659430684729e-05
TMEM126B,SMOC1,1,0.0001782518117204605
TRAPPC2,NT5C3A,1,0.00024930373540561117
TRAPPC2,SERAC1,1,0.00042911438821111264
TRAPPC6B,ADK,1,0.00010429179967530831
TSEN54,MGAT2,1,0.00029108267284460286
TSEN54,NKX3-2,1,0.0004163083738812797
TUBB,C19orf12,1,0.0004087806071006298
UBE3B,PEX2,1,0.00020360807055933106
UBE3B,RAB40AL,1,9.086218346893582e-05
UBE3B,SOX11,1,0.00025274047474482944
UBR1,NAA10,1,0.00035431101945064867
UGT1A1,DLG2,1,5.750474283907383e-05
UNC80,ACTA2,1,0.00021652253900880018
UPB1,CHD7,1,0.0001044173880221431
VPS13B,CYP1B1,1,0.00042660406831873443
WDR13,CHD7,1,0.0003099971116647528
WDR26,TBX5,1,0.00021991218931291832
ZFP57,ACAN,1,0.0004205009181707503
ABCC6,EBF3,1,7.359568757227792e-05
ABCD1,HADHA,1,0.00013887740668128569
ACAN,CEP135,1,0.00048033879300275485
ACAN,TGFB1,1,1.0077665141621579e-05
ACAN,TUBG1,1,0.0003245845761447635
ACP5,CD96,1,0.0002558256078140634
ACP5,NAGS,1,2.343364541214121e-05
ACTA2,ADAR,1,0.00040442333055960085
ADA,BBS9,1,0.00036331533746576433
ADA,CDH15,1,0.0004317325614820872
ADK,MPDU1,1,0.00025223581250695875
AHCY,OPA3,1,0.00027257708528332085
AK1,MGAT2,1,0.000461175262656702
AK1,SLC16A2,1,0.00017834946330398882
ALDH3A2,BRWD3,1,8.526734379803252e-05
ALDH3A2,KCTD7,1,0.0001423431369647208
ALPL,ARL14EP,1,6.249645746237754e-05
ALPL,KIF5A,1,0.00010670074138257124
ANTXR1,CPS1,1,0.00018435395267276557
ANTXR1,NAGLU,1,0.00046839706027791564
ARHGEF9,FANCE,1,0.00042960531338760884
ARMC4,RNASEH2C,1,0.00027389838476793514
ASCL1,SLC25A22,1,0.00015411159266179468
ASH1L,TBX1,1,3.1999212738515934e-05
ATP1A3,MSX2,1,0.00011997539396113175
ATP2A2,TCF12,1,0.00026902299610371107
BBS7,SLC25A22,1,0.0003394719690068583
BRF1,SC5D,1,0.00018669615693706163
BRPF1,ADA,1,0.000489505230259688
BRPF1,GLDC,1,1.4510284081726321e-05
BRPF1,RSPO4,1,0.00043330359116475935
CACNA1C,UGT1A1,1,7.628442405055677e-05
CACNA1D,MFSD2A,1,0.0002473188005402537
CAMTA1,FGF8,1,0.0001183727518908574
CASR,CD96,1,0.0002895715140759258
CDH15,ALG3,1,0.00033863813133831847
CDH15,SMAD4,1,0.0003075474071041745
CEP104,MGAT2,1,0.00028254364827915427
CHD4,TCF12,1,0.00029530551393768976
CHD7,DDHD2,1,0.0004897440515810895
CHM,NDUFS7,1,0.00019073437146656334
CLIC2,CRB1,1,0.000428761137888207
CLN8,DDHD2,1,0.0004834974860090131
COG8,ITPR1,1,0.0003305268880367488
COL10A1,ANTXR1,1,0.00045183670540857595
COL10A1,MYO5B,1,0.0002546161320356043
COL4A3,FA2H,1,0.00046567743048716735
COL4A3,KCNJ11,1,0.00013262994598454368
COL4A4,ANTXR1,1,1.4180778722764731e-05
COL6A1,CRYBA1,1,1.294297334433204e-05
COMP,SMARCA2,1,0.0004588605180107697
COQ9,PSAP,1,0.00034512788621014734
COQ9,TRAPPC6B,1,0.00013290690199379583
COX6B1,GRIA2,1,0.00042085131855565297
CRX,CCDC65,1,0.0003014488035616911
CRYBA1,D2HGDH,1,4.966057670142583e-05
CSNK2A1,TGFB1,1,0.00039802027189563265
CTC1,GRIA1,1,0.00010371592153357519
CTCF,SMOC1,1,3.441038368277786e-05
CTSD,GLI3,1,7.891846125399587e-05
D2HGDH,COQ9,1,0.00042230635270791415
D2HGDH,FAAH2,1,0.0004551079693671041
D2HGDH,SRY,1,0.0003505011862681529
DIAPH1,CDH15,1,5.651364349971051e-05
DLG4,ADCY5,1,0.00010284449632242927
DOCK7,ADA,1,6.429999847795958e-05
DOCK7,FREM2,1,0.0004761454922237718
DOLK,PEX26,1,0.00037790106342635
DPM3,UPB1,1,0.0004045784954387755
DPP6,EBP,1,0.00020616150401548504
DPYD,ATR,1,0.000357389030329123
DPYD,KIF5A,1,0.0002278421129085769
EBF3,IHH,1,0.00014715592123711697
EBP,UBE3B,1,0.00010272129594535078
EDA,SLC16A2,1,0.0002645270249093798
EDA,TMEM126B,1,0.00030751358866622593
EDA,TNIK,1,0.0003643598055603307
EDNRA,CRX,1,3.9930223707171554e-05
EEF1B2,CEP57,1,0.00033348789255680374
EIF3F,IRX5,1,0.000350339117300942
ELAC2,L2HGDH,1,0.0002858783275030118
ELAC2,PAX9,1,0.00030136088802573875
EOGT,ITPR1,1,0.0002924220855946392
EOGT,SPR,1,0.000277209292052164
ERCC3,CAMTA1,1,0.000173001960591604
FAM20C,MSX2,1,0.00011388536958591004
FANCG,COMP,1,0.00021373864484520067
FBXL4,EBF3,1,9.779104814122476e-05
FGF12,WDR26,1,0.0001642611641370843
FH,RAB18,1,0.0001604427126721883
FOXG1,ALPL,1,0.00048760771096024666
FUT8,EHMT1,1,0.00018140359117582217
FUT8,SLC12A6,1,0.00013580513998986098
GLI3,KLHL15,1,0.0002731885130393761
GLI3,NDUFS3,1,0.0002551799228620644
GLI3,WDR26,1,0.00022202562594001823
GLUL,D2HGDH,1,0.00044320442941767573
GNB1,SLC27A4,1,0.0004026479723367755
GNPTAB,CRX,1,0.00035650151549372996
GNPTAB,HADHA,1,0.00018862212388300636
GON4L,HSD3B7,1,0.0003762712352691522
GRIA1,KIF1A,1,0.0003634495416245802
GRIA1,SETD2,1,8.710477029123627e-05
GRIA2,MAPK10,1,0.0002566996193344109
GRIK2,SLC27A4,1,0.00031762417487084997
GRIK2,TGFB2,1,0.00022195458224038108
GRM1,MFSD2A,1,0.0004331293519828389
GTF2H5,COX10,1,0.00014665925243163876
HDAC4,SC5D,1,6.01075814162985e-06
HEXA,CLIC2,1,0.00040493331701568026
HEXA,EBF3,1,0.00039052023345837654
HEXA,FBXO11,1,0.00021476446258518423
HEXA,SLC25A22,1,0.0002449665171494881
HNRNPK,FGFR3,1,0.00015458810062613684
HNRNPU,WDR26,1,0.00016389461587926196
HPGD,CD96,1,0.000331008500532995
HPRT1,BBS1,1,0.00016360517543143692
HPRT1,CHD7,1,0.0004306142850081338
HSD17B4,BCKDHB,1,0.00018092125173008107
HSD17B4,COX10,1,0.00017503213113410963
HSD3B7,CEP135,1,5.67234884524232e-06
HSD3B7,NR2F1,1,0.00041071120186542956
HSPD1,IDUA,1,0.00036552892103217766
IDUA,TNIK,1,4.3259441472548826e-05
IFITM5,DPYD,1,0.00027434520255070993
IFT172,OTUD6B,1,0.00042812451345196296
IRX5,EBP,1,8.11316051178627e-05
ISPD,NR2F1,1,0.00046363902238163784
ITPR1,TAT,1,0.00045607676802836126
JAM3,SC5D,1,0.00013983591495993463
KCTD7,CEP104,1,0.0004215688179160414
KDM6B,SMOC1,1,0.0003910789897628624
KIAA1033,CAMTA1,1,0.0001580829693524975
KIF5A,IRX5,1,0.00021115572753946808
KRAS,TCF12,1,0.00040153349874666504
L2HGDH,TUBB2B,1,0.000263411391465563
LARP7,GRIN2A,1,5.214887630809967e-05
LARP7,SLC12A6,1,0.00031161242044234957
LGI4,SPR,1,0.0003487300944859662
LHX3,OTUD6B,1,0.00021318658418242688
LRP2,ACAN,1,0.00023928265367149454
LRP2,PACS2,1,0.0004753425302766137
LTBP3,BRWD3,1,0.0004894158172271587
MAF,MSX2,1,3.121429978396434e-05
MAOA,MYO5B,1,0.0003034562166318662
MAT1A,SLC39A14,1,0.00032100713540777565
MFSD2A,GABRB2,1,9.670848936058867e-05
MMACHC,FGFR3,1,0.00011709654933318797
MTHFR,SC5D,1,0.00028766683296200916
MTM1,CD96,1,4.264502862802249e-06
NAA10,GRIA1,1,3.425207565289729e-05
NAGS,ATP6V1B1,1,0.00015993758819348982
NDUFAF2,UNC80,1,0.00016047553497060884
NDUFS7,ACTA2,1,0.0004109555082738566
NDUFS7,ATM,1,0.00039470780787004576
NKX3-2,ARHGEF9,1,0.00029089903928340136
NLGN4X,UBR1,1,0.00019331658253449386
NMNAT1,UGT1A1,1,0.0003687919357619779
NODAL,KDM5B,1,0.0004943905541376119
NODAL,MMACHC,1,0.0002111350318199935
NOG,MYO5B,1,0.00026325314595639196
NOTCH2,SC5D,1,3.311192489717191e-05
NR2F1,KPTN,1,0.0002321524746183316
NTRK1,MFSD2A,1,0.00047540194299908124
NTRK1,SLC25A15,1,0.00029273485970610465
OCRL,CAMTA1,1,0.0001116764061350805
OPA3,ST3GAL3,1,4.7891474330985025e-05
OTUD6B,MGAT2,1,5.498052504432879e-05
OTUD6B,SCN1A,1,9.806643527823334e-05
PAX9,ISPD,1,0.00016967861163670077
PCCB,CEP104,1,0.00026314196446792826
PCGF2,ARHGEF9,1,0.00021725381011552334
PEX26,TRAPPC6B,1,0.00020269426213679432
PGM3,DIAPH1,1,0.00026073429372253413
PGM3,PUS1,1,0.00019977831840249256
PMM2,MGAT2,1,0.00020668509576322536
PMS2,HADHA,1,0.0003927729793365645
POLR1C,ARHGEF9,1,9.583613486392186e-05
POMGNT2,CEP104,1,0.0004948019184817804
PRUNE1,DOCK7,1,0.00014764548563634517
PUS1,MSX2,1,0.0003475496412083046
QDPR,HPRT1,1,0.00027369422190197813
RAB18,NKX3-2,1,0.00014702206345213148
RAB18,WDR26,1,9.143632074160328e-05
RNASEH2C,HPS1,1,0.0002079901817490342
RNASET2,ELAC2,1,0.0004942415829839533
RNASET2,SMARCD2,1,0.00023165611418734906
RNF125,OTUD6B,1,0.0003302440085375545
RNF135,ALX4,1,0.0003561238533688339
RNF135,GRIN2A,1,0.0002717265291661138
RNF135,MGAT2,1,0.00044722223718857666
ROBO3,CRX,1,0.00035887113014198776
RTN4IP1,IDUA,1,0.0004794731305426194
SCARF2,COMP,1,0.0004809653441314486
SCN11A,NAGS,1,0.00042007247124065025
SERAC1,KLHL15,1,0.0003724525365712828
SERAC1,NAGLU,1,0.0003630173856711221
SERAC1,RNASEH2B,1,2.2787738139067447e-05
SETBP1,ARHGEF9,1,0.0001773028091335229
SGPL1,AKT3,1,0.0003382167008699674
SGPL1,SLC12A6,1,0.00017375805213835696
SHANK3,FA2H,1,0.00022334911032586625
SLC12A6,BMPER,1,0.0003507495840688272
SLC12A6,SEC23B,1,0.000434000406550342
SLC25A22,ARHGEF6,1,0.0003568828398937484
SLC25A22,DKC1,1,7.457962970279287e-05
SLC27A4,IDUA,1,0.00047231507301414855
SLC31A1,DDHD2,1,0.00029370607258650134
SLC39A14,MSX2,1,4.840818138765865e-05
SLC39A14,PACS2,1,0.00025494740278581327
SLC46A1,RAX,1,0.0004820205609910433
SLC6A1,DDHD2,1,2.507406804981289e-05
SMCHD1,ALDH3A2,1,0.00019285149213654193
SMOC1,SNAP29,1,0.0002725540718071905
SMPD4,MFSD2A,1,5.5582255873426726e-05
SOS1,B4GALNT1,1,8.564948871148424e-05
SOX11,WDR26,1,1.3640543395336426e-05
SPR,WNT3,1,0.0003149430291930282
SRY,CEP63,1,2.2615888834777338e-05
SRY,PYCR1,1,0.00035534155167683444
SRY,SOX17,1,0.00040863176555682357
ST3GAL3,ADCY5,1,0.0004732863411913506
ST3GAL5,EZR,1,3.0174005481233417e-05
ST3GAL5,RNASEH2C,1,3.182196967085411e-05
ST3GAL5,TP63,1,0.00045924948393445995
STRA6,TBX1,1,0.0002644597155955858
STRADA,CRYBA1,1,8.335085322258704e-05
STRADA,EPG5,1,0.00015791380932889275
STRADA,GRIA2,1,2.9852521209619973e-05
TAB2,GLUL,1,0.00019516914196579473
TAB2,MFSD2A,1,0.0002672360102010524
TBX1,GNPTAB,1,3.73659430684729e-05
TBX1,SLC6A9,1,0.000312912193179198
TCF12,CDH23,1,0.00017773554245594176
TCF12,CDKL5,1,0.00023110900958951154
TCN2,IDUA,1,0.00037170896393309415
TH,ITPR1,1,3.158671818999115e-06
THRB,DDHD2,1,9.26054845224403e-05
TLK2,MYO5B,1,7.414290048435122e-05
TMEM126B,SMOC1,1,0.0001782518117204605
TMEM165,GRIK2,1,8.189327462869019e-05
TRAPPC2,SERAC1,1,0.00042911438821111264
TRAPPC6B,ADK,1,0.00010429179967530831
TRIT1,OTUD6B,1,1.0289302404251928e-05
TUBA1A,CEP57,1,0.00039009787737839287
TUBB,C19orf12,1,0.0004087806071006298
UBE3B,RAB40AL,1,9.086218346893582e-05
UBE3B,SOX11,1,0.00025274047474482944
UBR1,NAA10,1,0.00035431101945064867
UGT1A1,ATP1A3,1,9.188862116356519e-05
UGT1A1,DLG2,1,5.750474283907383e-05
UNC80,ACTA2,1,0.00021652253900880018
UNC80,IRF6,1,0.00022175116848753058
UNC80,LMX1B,1,0.0003097305176204831
UNC80,SLC45A1,1,0.00013317217362254378
UPB1,CEP104,1,2.4298424214397585e-05
UPB1,CHD7,1,0.0001044173880221431
UPB1,TUBA1A,1,0.00035489379418447546
VSX2,NR2F1,1,0.000476953266726012
WDR13,CHD7,1,0.0003099971116647528
WDR26,TBX5,1,0.00021991218931291832
WNT3,IRX5,1,4.51769206642238e-05
ZFP57,ACAN,1,0.0004205009181707503
ZNF148,FGFR3,1,0.00028062485539907415
ABCC6,EBF3,1,7.359568757227792e-05
ABCD1,HADHA,1,0.00013887740668128569
ADGRG6,TH,1,0.00021379739131501959
ADK,MPDU1,1,0.00025223581250695875
ADPRHL2,NOTCH2,1,0.00018286358956682986
AGL,GRM1,1,8.776186263516565e-05
AGL,KCTD7,1,7.027160850300912e-05
AHCY,FAT4,1,0.0003037679684372727
AHCY,OPA3,1,0.00027257708528332085
AK1,SLC16A2,1,0.00017834946330398882
AKT3,CTSK,1,0.0002891648665903309
AKT3,KLF8,1,0.00032645656773216974
ALAD,KRAS,1,0.00033930638511110907
ALDH3A2,KCTD7,1,0.0001423431369647208
ALPL,ARL14EP,1,6.249645746237754e-05
ANKH,ABCD1,1,0.0004772422229033173
ANO5,TP63,1,0.00017709596343174424
ANTXR1,CPS1,1,0.00018435395267276557
ANTXR1,NAGLU,1,0.00046839706027791564
AP4M1,MAPK10,1,0.0004982223486232071
AP4M1,NLGN4X,1,0.0004595898372502371
APOPT1,TGFB2,1,0.00015805647529995156
APTX,PCGF2,1,6.303136261392752e-05
ARFGEF2,FGF8,1,0.00017285482282833561
ARHGEF9,FANCE,1,0.00042960531338760884
ARID2,HDAC4,1,0.0002937089004785352
